query,target,Similarity
Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,O=C1CCc2ccc(OCc3cccc(Cl)c3)cc2N1,0.40423031727379555
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,O=C1NC(=O)c2cc(Oc3ccccc3)ccc12,0.40175953079178883
Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1,0.3986095017381228
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,Cc1ccc(c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,0.397708674304419
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,Cc1ccc(c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,0.397708674304419
NC(=O)CNC(=O)c1ccc(OCC(=O)C2CC2)cc1,NC(=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,0.39587242026266417
NC(=O)CNC(=O)c1ccc(OCC(=O)C2CC2)cc1,O=C1NC(=O)c2cc(OCCc3ccc(Br)cc3)ccc12,0.3935119887165021
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,O=C1NC(=O)c2cc(Oc3ccc(Br)cc3)ccc12,0.3906911142454161
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1ccoc2ccc(OCc3cccc(F)c3)cc12,0.39057239057239057
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,O=C1NC(=O)c2cc(Oc3ccccc3)ccc12,0.38976857490864797
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1ccoc2ccc(OCc3ccccc3)cc12,0.38941176470588235
C[S@@](=O)CCNC(=O)NCc1ccc2c(c1)OCO2,O=C1NC(=O)c2cc(OCCCc3ccccc3)ccc12,0.38880918220946914
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1ccoc2ccc(OCc3ccc(Br)cc3)cc12,0.3886363636363636
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1ccoc2ccc(OCc3cccc(Br)c3)cc12,0.38839285714285715
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12,0.3878718535469107
CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,CC(=O)Nc1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,0.3876843018213356
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,O=C1NC(=O)c2cc(Oc3ccc(Br)cc3)ccc12,0.3857988165680473
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1ccoc2ccc(OCc3ccc(C(F)(F)F)cc3)cc12,0.38555555555555554
COC(=O)CNC(=O)c1coc2ccccc2c1=O,Cc1cccc(COc2ccc3occc(=O)c3c2)c1,0.3851428571428571
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1ccoc2ccc(OCc3cccc(Cl)c3)cc12,0.38357705286839144
C[S@@](=O)CCNC(=O)NCc1ccc2c(c1)OCO2,O=C1NC(=O)c2cc(OCCc3ccc(Br)cc3)ccc12,0.38271604938271603
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1CCc2ccc(OCc3ccccc3)cc2N1,0.3825503355704698
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1,0.3820704375667022
NC(=O)CNC(=O)c1ccc(OCC(=O)C2CC2)cc1,NC(=O)c1ccc(OCc2cccc(C(F)(F)F)c2)cc1,0.38188277087033745
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1CCc2ccc(OCc3ccc(Br)cc3)cc2N1,0.3797606093579978
C[S@@](=O)CCNC(=O)NCc1ccc2c(c1)OCO2,O=C1NC(=O)c2cc(OCc3ccc(Br)cc3)ccc12,0.3795518207282913
NS(=O)(=O)c1cc(C(=O)O)cc2cccnc12,Cc1ccc(c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,0.3779946761313221
Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,O=C1Nc2ccc(Oc3ccccc3)cc2C1=O,0.37666666666666665
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1CCc2ccc(OCc3cccc(Cl)c3)cc2N1,0.37660944206008584
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,0.375
Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,O=C1Nc2ccc(Oc3ccc(Cl)cc3)cc2C1=O,0.37418655097613884
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1Nc2ccc(CCCCc3ccccc3)cc2C1=O,0.37360178970917224
NC(=O)CNC(=O)c1ccc(OCC(=O)C2CC2)cc1,NC(=O)c1ccc(OCc2ccccc2C(F)(F)F)cc1,0.3716216216216216
O=C1COc2cc(C(=O)NCCc3cn[nH]c3)ccc2N1,O=C1NC(=O)c2cc(OCc3ccc(Br)cc3)ccc12,0.3711453744493392
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCCC4,0.36906077348066296
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCCC4,0.36906077348066296
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1Nc2cc(OCc3ccccc3)ccc2C1=O,0.36879432624113473
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1CCc2ccc(OCc3ccccc3)cc2N1,0.3684210526315789
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1CCc2ccc(OCCc3ccccc3)cc2N1,0.36574585635359114
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1Nc2ccc(Oc3ccccc3)cc2C1=O,0.3654054054054054
NC(=O)CNC(=O)c1ccc(OCC(=O)C2CC2)cc1,O=C1NC(=O)c2cc(OCc3ccc(Br)cc3)ccc12,0.3649222065063649
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1CCc2ccc(OCCc3ccccc3)cc2N1,0.36437718277066355
COC(=O)CNC(=O)c1coc2ccccc2c1=O,Cc1c(C#N)c(=O)oc2cc(OCc3ccccc3)ccc12,0.36406844106463876
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1Nc2cc(Oc3ccccc3)ccc2C1=O,0.3628415300546448
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1CCc2ccc(OCc3ccc(Br)cc3)cc2N1,0.3624242424242424
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1,0.3621301775147929
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,O=C1OCc2ccc(OCCc3ccc(F)cc3)cc12,0.3617511520737327
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,Cc1ccc(COc2ccc3c(c2)CCCC3=O)cc1,0.36107854630715125
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1CCc2ccc(OCc3cccc(Cl)c3)cc2N1,0.36081242532855434
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,O=C1CCCc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,0.36058230683090703
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1Nc2cc(OCc3ccccc3)ccc2C1=O,0.36046511627906974
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,0.3602656336469286
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,0.3602656336469286
CCCNC(=O)C(=O)NCCc1ccc(OC)c(OC)c1,NCCc1ccc(OCc2ccc(F)cc2)cc1,0.36
CCCNC(=O)C(=O)NCCc1ccc(OC)c(OC)c1,NCCc1ccc(OCc2ccc(Cl)cc2)cc1,0.36
CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCCC4,0.3587406793703397
COC(=O)CNC(=O)c1coc2ccccc2c1=O,Cc1c(C)c2ccc(OCc3cccc(F)c3)cc2oc1=O,0.35845410628019325
COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,O=C(NCc1ccc(c2cc[nH]c(=O)c2)cc1)c1c(F)ccc(F)c1Cl,0.35818005808325265
COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,O=C(NCc1ccc(c2cc[nH]c(=O)c2)cc1)c1c(F)cccc1Cl,0.35816326530612247
COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(C)=O)c1,O=C1Nc2cc(OCc3ccccc3)ccc2C1=O,0.3576719576719577
COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,O=C(NCc1ccc(c2cc[nH]c(=O)c2)cc1)c1c(F)cccc1F,0.3572216097023153
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,NC(=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,0.35678391959798994
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1Nc2ccc(Oc3ccc(Cl)cc3)cc2C1=O,0.3560924369747899
Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,O=C1Nc2cc(OCc3ccccc3)ccc2C1=O,0.3551502145922747
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,O=C1OCc2ccc(OCCc3ccccc3)cc12,0.3541912632821724
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,Cc1ccc(CCOc2ccc3c(c2)C(=O)OC3)cc1,0.35397196261682246
CCCNC(=O)C(=O)NCCc1ccc(OC)c(OC)c1,NCCc1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,0.3538767395626243
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,NC(=O)c1ccc(OCc2ccc(F)cc2)cc1,0.35365853658536583
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1Nc2ccc(Oc3ccccc3)cc2C1=O,0.35354691075514877
NC(=O)NC(=O)COC(=O)c1cc(Cl)ccc1O,O=C1Cc2cc(OC(=O)c3cccc(Cl)c3)ccc2O1,0.3534591194968553
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1CCc2ccc(OCCc3ccccc3)cc2N1,0.35315985130111527
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1Nc2ccc(Oc3ccc(Cl)cc3)cc2C1=O,0.35307262569832404
COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(C)=O)c1,O=C1CCc2ccc(OCc3cccc(Cl)c3)cc2N1,0.3530066815144766
COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(C)=O)c1,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1,0.3528114663726571
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1c2ccccc2oc2cccc(O)c12,0.35231316725978645
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1CCc2ccc(OCc3ccccc3)cc2N1,0.3517877739331027
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,Cc1ccc(c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,0.3517712865133623
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1,0.3515850144092219
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1cc(c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.3514460999123576
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1CCc2ccc(OCc3cccc(Cl)c3)cc2N1,0.3514412416851441
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1CCc2ccc(OCc3ccc(Br)cc3)cc2N1,0.35129068462401797
COC(=O)CNC(=O)c1coc2ccccc2c1=O,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O,0.35096153846153844
COC(=O)CNC(=O)c1coc2ccccc2c1=O,COc1ccc(c2cc(=O)c3c(O)cc(O)cc3o2)cc1,0.3508102955195424
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,COc1ccc(c2cc(=O)c3c(O)cc(O)cc3o2)cc1,0.35031277926720283
COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(C)=O)c1,O=C1CCc2ccc(OCCc3ccccc3)cc2N1,0.35028901734104045
COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(C)=O)c1,O=C1CCc2ccc(OCc3ccccc3)cc2N1,0.35028901734104045
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCCC4,0.35008517887563884
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,O=C1OCc2ccc(OCCc3ccccc3)cc12,0.3492286115007013
CCNCCNC(=O)c1c(O)[nH]c2ccccc2c1=O,Cc1ccc(c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,0.34896661367249604
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1Nc2cc(CCc3ccccc3)ccc2C1=O,0.3487241798298906
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,0.3477822580645161
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1Nc2ccc(CCCCc3ccccc3)cc2C1=O,0.3474178403755869
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,COc1ccc(CSc2ccc3c(c2)C(=O)NC3=O)cc1,0.3474025974025974
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,O=C1OCc2ccc(OCC3CCCCC3)cc12,0.34710743801652894
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1Nc2cc(OCc3ccccc3)ccc2C1=O,0.3470982142857143
C[C@]1(C(=O)Nc2ccc3c(c2)CCN3)CNCCO1,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1,0.34682713347921224
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,0.346815834767642
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,NC(=O)c1ccc(OCc2cccc(C(F)(F)F)c2)cc1,0.34609250398724084
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1c2ccccc2oc2c(O)cccc12,0.3460620525059666
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1c2cccc(O)c2oc2cccc(O)c12,0.3459958932238193
CNC(=O)C(=O)Nc1c(C(N)=O)oc2ccccc12,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,0.34551495016611294
COc1cccc(N(Cc2n[nH]c(=O)[nH]2)C(C)=O)c1,O=C1CCc2ccc(OCc3ccc(Br)cc3)cc2N1,0.3452914798206278
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1ccoc2ccc(OCc3ccc(C(F)(F)F)cc3)cc12,0.34503510531594783
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,0.34475806451612906
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,CC(=O)Nc1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,0.34473248758963043
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,CC(=O)Nc1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,0.34473248758963043
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,O=C1OCc2ccc(OCC3CCCCC3)cc12,0.3445086705202312
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1cc(c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.34447539461467036
COC(=O)CC(=O)Nc1ccccc1C(=O)N(C)C,O=C1Nc2cc(Oc3ccccc3)ccc2C1=O,0.3444700460829493
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1c2ccc(O)cc2oc2c(O)cccc12,0.34367816091954023
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,Cc1ccc(CCOc2ccc3c(c2)C(=O)OC3)cc1,0.34344827586206894
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,0.3434452871072589
COC(=O)CNC(=O)c1coc2ccccc2c1=O,O=c1c2cccc(O)c2oc2cccc(O)c12,0.3432671081677704
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1Nc2ccc(Oc3ccccc3)cc2C1=O,0.3431174089068826
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1Nc2ccc(CCCCc3ccccc3)cc2C1=O,0.34303534303534305
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1ccoc2ccc(OCc3ccc(Br)cc3)cc12,0.34285714285714286
O=C1[C@H]2OC[C@@H](O2)[C@@H]2ON=C(c3ccc4c(c3)OCO4)[C@H]12,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCCC4,0.34253028263795426
NC(=O)CNC(=O)c1ccc(OCC(=O)C2CC2)cc1,O=C1NC(=O)c2cc(Oc3ccccc3)ccc12,0.34238310708898945
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,Cc1cccc(COc2ccc3occc(=O)c3c2)c1,0.34224049331963
O=C1COc2cc(C(=O)NCCc3cn[nH]c3)ccc2N1,O=C1Nc2ccc(Oc3ccc(Cl)cc3)cc2C1=O,0.3422090729783038
O=C(N[C@H]1CCS(=O)(=O)C1)c1cccc2c1COC2,Cc1cccc(C)c1C(=O)NCc1ccc(c2cc[nH]c(=O)c2)cc1,0.3420158550396376
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1c2ccccc2oc2cccc(O)c12,0.34130434782608693
COC(=O)CNC(=O)c1coc2ccccc2c1=O,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1,0.3411644535240041
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1ccoc2ccc(OCc3cccc(F)c3)cc12,0.341046277665996
COC(=O)CNC(=O)c1coc2ccccc2c1=O,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,0.34092980856882404
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1ccoc2ccc(OCc3cccc(Br)c3)cc12,0.3406813627254509
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1Nc2ccc(Oc3ccc(Cl)cc3)cc2C1=O,0.34025717111770526
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1ccoc2ccc(OCc3cccc(Cl)c3)cc12,0.340080971659919
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,O=C1OCc2ccc(OCCc3ccc(F)cc3)cc12,0.3400537634408602
CCCNC(=O)C(=O)NCCc1ccc(OC)c(OC)c1,Cc1ccc(COc2ccc3c(c2)CCCC3=O)cc1,0.33996937212863704
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1Nc2cc(CCc3ccccc3)ccc2C1=O,0.33974358974358976
O=C1COc2cc(C(=O)NCCc3cn[nH]c3)ccc2N1,O=C1Nc2ccc(Oc3ccccc3)cc2C1=O,0.33969849246231154
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,O=c1cc(c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.3393839383938394
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,O=c1cc(c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.3393839383938394
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1ccoc2ccc(OCc3ccccc3)cc12,0.3392857142857143
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H]1CCO1,O=C1CCc2ccc(OCCc3ccccc3)cc2N1,0.33804347826086956
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12,0.33776867963152507
COc1cccc(F)c1C(=O)NCCc1n[nH]c(=O)[nH]1,CC(=O)c1ccc(OCc2cccc(F)c2)cc1F,0.33770883054892603
O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,O=C1OCc2ccc(OCCc3ccc(F)cc3)cc12,0.3371757925072046
O=C1[C@H]2OC[C@@H](O2)[C@@H]2ON=C(c3ccc4c(c3)OCO4)[C@H]12,Cc1ccc(c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,0.3369774919614148
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,Cc1cccc(Cl)c1C(=O)NCc1ccc(c2cc[nH]c(=O)c2)cc1,0.336864406779661
Cc1cc(OCC(=O)O)ccc1NC(=O)[C@@H]1COCCO1,O=C1Nc2cc(Oc3ccccc3)ccc2C1=O,0.3366120218579235
COc1ccc(CNC(=O)C(=O)NC(C)C)cc1,NC(=O)c1ccc(OCc2ccc(F)cc2)cc1,0.3362637362637363
COC(=O)CNC(=O)c1coc2ccccc2c1=O,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCCC4,0.33602150537634407
O=C(N[C@H]1CCS(=O)(=O)C1)c1cccc2c1COC2,O=C1NC(=O)c2cc(OCc3ccc(Br)cc3)ccc12,0.33584499461786865
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,O=C(NCc1ccc(c2cc[nH]c(=O)c2)cc1)c1cccc(F)c1Cl,0.3357894736842105
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,O=C(NCc1ccc(c2cc[nH]c(=O)c2)cc1)c1c(F)cccc1Cl,0.33540372670807456
NC(=O)CNC(=O)c1ccc(OCC(=O)C2CC2)cc1,O=C1NC(=O)c2cc(Oc3ccc(Br)cc3)ccc12,0.3352685050798258
COC(=O)c1ccccc1NC(=O)[C@H]1CCS(=O)(=O)C1,O=C1Nc2cc(Oc3ccccc3)ccc2C1=O,0.335030549898167
O=C(O)CCNC(=O)c1ccc2c(c1)OCCO2,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(=O)N,0.33490566037735847
NC(=O)[C@H](NC(=O)c1ccc[nH]c1=O)c1ccccc1,O=C(NCc1ccc(c2cc[nH]c(=O)c2)cc1)c1c(F)cccc1F,0.33408071748878926
O=C(COC(=O)c1ccc(O)cc1)NC[C@@H]1CCCO1,O=C1OCc2ccc(OCC3CCCCC3)cc12,0.33381712626995647
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1c2ccc(O)cc2oc2c(O)cccc12,0.33368532206969376
O=C1[C@H]2OC[C@@H](O2)[C@@H]2ON=C(c3ccc4c(c3)OCO4)[C@H]12,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,0.33355840648210666
O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,Cc1ccc(c2cc3cc(C(=O)O)c(C(=O)O)cc3n2O)cc1,0.33307751343054487
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@]12O,Cc1c(C#N)c(=O)oc2cc(OCc3ccccc3)ccc12,0.3329664281783159
CCOC(=O)C1=C(C)N[C@@]2(O)c3ccccc3C(=O)[C@@]12O,Cc1c(C#N)c(=O)oc2cc(OCc3ccccc3)ccc12,0.3329664281783159
Cc1cccc([C@@]23NC(=O)[C@H]4[C@@H]2[C@H]2C[C@H]4[C@H](O)[C@H]2O3)c1,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCCC4,0.3326959847036329
O=C(N[C@H]1COCC[C@@H]1O)c1cc(=O)c2ccccc2o1,O=c1c2ccccc2oc2c(O)cccc12,0.3326063249727372
O=C1NC[C@@H](COc2ccc3c(c2)CCNC3=O)O1,Cc1cccc(Cl)c1C(=O)NCc1ccc(c2cc[nH]c(=O)c2)cc1,0.3322818086225026
O=C1NC(=S)NC(=O)C1=C1OC(=O)c2ccccc21,Cc1ccc(CCOc2ccc3c(c2)C(=O)OC3)cc1,0.3317120622568093
